latest_year,id,indicator,year,xaxis_display,value
1,AE,bilateral_share_external_ppg,2024,,
1,AE,edu_spending_perc_gdp,2021,2021-2023,0.03894030094
1,AE,edu_spending_perc_net_interest,2021,2021-2023,0.07740763225
1,AE,external_ppg_per_capita,2024,,
1,AE,external_ppg_perc_gdp,2024,,
1,AE,external_ppg_usd_billions,2024,,
0,AE,gov_debt_to_gdp_perc,2010,,0.18799
0,AE,gov_debt_to_gdp_perc,2011,,0.20862
0,AE,gov_debt_to_gdp_perc,2012,,0.20657
0,AE,gov_debt_to_gdp_perc,2013,,0.15611
0,AE,gov_debt_to_gdp_perc,2014,,0.13819
0,AE,gov_debt_to_gdp_perc,2015,,0.16104
0,AE,gov_debt_to_gdp_perc,2016,,0.19267
0,AE,gov_debt_to_gdp_perc,2017,,0.21864
0,AE,gov_debt_to_gdp_perc,2018,,0.21329
0,AE,gov_debt_to_gdp_perc,2019,,0.26801
0,AE,gov_debt_to_gdp_perc,2020,,0.41294
0,AE,gov_debt_to_gdp_perc,2021,,0.36291
0,AE,gov_debt_to_gdp_perc,2022,,0.32057
0,AE,gov_debt_to_gdp_perc,2023,,0.32436
1,AE,gov_debt_to_gdp_perc,2024,,0.32114
0,AE,gov_debt_usd_billions,2010,,56.43253011
0,AE,gov_debt_usd_billions,2011,,75.27698046
0,AE,gov_debt_usd_billions,2012,,79.4488877
0,AE,gov_debt_usd_billions,2013,,62.47818809
0,AE,gov_debt_usd_billions,2014,,57.22516995
0,AE,gov_debt_usd_billions,2015,,59.62924704
0,AE,gov_debt_usd_billions,2016,,71.14436085
0,AE,gov_debt_usd_billions,2017,,85.38263688
0,AE,gov_debt_usd_billions,2018,,91.08528121
0,AE,gov_debt_usd_billions,2019,,112.0254999
0,AE,gov_debt_usd_billions,2020,,144.3113806
0,AE,gov_debt_usd_billions,2021,,150.6726109
0,AE,gov_debt_usd_billions,2022,,161.1607972
0,AE,gov_debt_usd_billions,2023,,166.7632068
1,AE,gov_debt_usd_billions,2024,,172.4775501
0,AE,gov_debt_usd_per_capita,2010,,8102.301523
0,AE,gov_debt_usd_per_capita,2011,,10391.63176
0,AE,gov_debt_usd_per_capita,2012,,10538.38542
0,AE,gov_debt_usd_per_capita,2013,,7962.047673
0,AE,gov_debt_usd_per_capita,2014,,6917.936406
0,AE,gov_debt_usd_per_capita,2015,,6824.129897
0,AE,gov_debt_usd_per_capita,2016,,7790.665884
0,AE,gov_debt_usd_per_capita,2017,,9166.144593
